QualityLabPlotNumber,plot_id,gid,400,402,404,406,408,410,412,414,416,418,420,422,424,426,428,430,432,434,436,438,440,442,444,446,448,450,452,454,456,458,460,462,464,466,468,470,472,474,476,478,480,482,484,486,488,490,492,494,496,498,500,502,504,506,508,510,512,514,516,518,520,522,524,526,528,530,532,534,536,538,540,542,544,546,548,550,552,554,556,558,560,562,564,566,568,570,572,574,576,578,580,582,584,586,588,590,592,594,596,598,600,602,604,606,608,610,612,614,616,618,620,622,624,626,628,630,632,634,636,638,640,642,644,646,648,650,652,654,656,658,660,662,664,666,668,670,672,674,676,678,680,682,684,686,688,690,692,694,696,698,700,702,704,706,708,710,712,714,716,718,720,722,724,726,728,730,732,734,736,738,740,742,744,746,748,750,752,754,756,758,760,762,764,766,768,770,772,774,776,778,780,782,784,786,788,790,792,794,796,798,800,802,804,806,808,810,812,814,816,818,820,822,824,826,828,830,832,834,836,838,840,842,844,846,848,850,852,854,856,858,860,862,864,866,868,870,872,874,876,878,880,882,884,886,888,890,892,894,896,898,900,902,904,906,908,910,912,914,916,918,920,922,924,926,928,930,932,934,936,938,940,942,944,946,948,950,952,954,956,958,960,962,964,966,968,970,972,974,976,978,980,982,984,986,988,990,992,994,996,998,1000,1002,1004,1006,1008,1010,1012,1014,1016,1018,1020,1022,1024,1026,1028,1030,1032,1034,1036,1038,1040,1042,1044,1046,1048,1050,1052,1054,1056,1058,1060,1062,1064,1066,1068,1070,1072,1074,1076,1078,1080,1082,1084,1086,1088,1090,1092,1094,1096,1098,1100,1102,1104,1106,1108,1110,1112,1114,1116,1118,1120,1122,1124,1126,1128,1130,1132,1134,1136,1138,1140,1142,1144,1146,1148,1150,1152,1154,1156,1158,1160,1162,1164,1166,1168,1170,1172,1174,1176,1178,1180,1182,1184,1186,1188,1190,1192,1194,1196,1198,1200,1202,1204,1206,1208,1210,1212,1214,1216,1218,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238,1240,1242,1244,1246,1248,1250,1252,1254,1256,1258,1260,1262,1264,1266,1268,1270,1272,1274,1276,1278,1280,1282,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308,1310,1312,1314,1316,1318,1320,1322,1324,1326,1328,1330,1332,1334,1336,1338,1340,1342,1344,1346,1348,1350,1352,1354,1356,1358,1360,1362,1364,1366,1368,1370,1372,1374,1376,1378,1380,1382,1384,1386,1388,1390,1392,1394,1396,1398,1400,1402,1404,1406,1408,1410,1412,1414,1416,1418,1420,1422,1424,1426,1428,1430,1432,1434,1436,1438,1440,1442,1444,1446,1448,1450,1452,1454,1456,1458,1460,1462,1464,1466,1468,1470,1472,1474,1476,1478,1480,1482,1484,1486,1488,1490,1492,1494,1496,1498,1500,1502,1504,1506,1508,1510,1512,1514,1516,1518,1520,1522,1524,1526,1528,1530,1532,1534,1536,1538,1540,1542,1544,1546,1548,1550,1552,1554,1556,1558,1560,1562,1564,1566,1568,1570,1572,1574,1576,1578,1580,1582,1584,1586,1588,1590,1592,1594,1596,1598,1600,1602,1604,1606,1608,1610,1612,1614,1616,1618,1620,1622,1624,1626,1628,1630,1632,1634,1636,1638,1640,1642,1644,1646,1648,1650,1652,1654,1656,1658,1660,1662,1664,1666,1668,1670,1672,1674,1676,1678,1680,1682,1684,1686,1688,1690,1692,1694,1696,1698,1700,1702,1704,1706,1708,1710,1712,1714,1716,1718,1720,1722,1724,1726,1728,1730,1732,1734,1736,1738,1740,1742,1744,1746,1748,1750,1752,1754,1756,1758,1760,1762,1764,1766,1768,1770,1772,1774,1776,1778,1780,1782,1784,1786,1788,1790,1792,1794,1796,1798,1800,1802,1804,1806,1808,1810,1812,1814,1816,1818,1820,1822,1824,1826,1828,1830,1832,1834,1836,1838,1840,1842,1844,1846,1848,1850,1852,1854,1856,1858,1860,1862,1864,1866,1868,1870,1872,1874,1876,1878,1880,1882,1884,1886,1888,1890,1892,1894,1896,1898,1900,1902,1904,1906,1908,1910,1912,1914,1916,1918,1920,1922,1924,1926,1928,1930,1932,1934,1936,1938,1940,1942,1944,1946,1948,1950,1952,1954,1956,1958,1960,1962,1964,1966,1968,1970,1972,1974,1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050,2052,2054,2056,2058,2060,2062,2064,2066,2068,2070,2072,2074,2076,2078,2080,2082,2084,2086,2088,2090,2092,2094,2096,2098,2100,2102,2104,2106,2108,2110,2112,2114,2116,2118,2120,2122,2124,2126,2128,2130,2132,2134,2136,2138,2140,2142,2144,2146,2148,2150,2152,2154,2156,2158,2160,2162,2164,2166,2168,2170,2172,2174,2176,2178,2180,2182,2184,2186,2188,2190,2192,2194,2196,2198,2200,2202,2204,2206,2208,2210,2212,2214,2216,2218,2220,2222,2224,2226,2228,2230,2232,2234,2236,2238,2240,2242,2244,2246,2248,2250,2252,2254,2256,2258,2260,2262,2264,2266,2268,2270,2272,2274,2276,2278,2280,2282,2284,2286,2288,2290,2292,2294,2296,2298,2300,2302,2304,2306,2308,2310,2312,2314,2316,2318,2320,2322,2324,2326,2328,2330,2332,2334,2336,2338,2340,2342,2344,2346,2348,2350,2352,2354,2356,2358,2360,2362,2364,2366,2368,2370,2372,2374,2376,2378,2380,2382,2384,2386,2388,2390,2392,2394,2396,2398,2400,2402,2404,2406,2408,2410,2412,2414,2416,2418,2420,2422,2424,2426,2428,2430,2432,2434,2436,2438,2440,2442,2444,2446,2448,2450,2452,2454,2456,2458,2460,2462,2464,2466,2468,2470,2472,2474,2476,2478,2480,2482,2484,2486,2488,2490,2492,2494,2496,2498
322,1,2,0.9443957,0.952774,0.9598947,0.965796,0.9704517,0.9739376,0.9764001,0.9780051,0.9789253,0.9792911,0.9790668,0.978151,0.9766521,0.974821,0.9727614,0.9704528,0.9680477,0.9657297,0.9634629,0.9611759,0.9589417,0.9569044,0.9550326,0.9531419,0.9511668,0.9491214,0.9470121,0.9447897,0.9423884,0.9397658,0.9369076,0.9338608,0.9306192,0.9272459,0.9238474,0.9204913,0.9172316,0.9141409,0.9111651,0.9082525,0.905345,0.9024367,0.8994853,0.8964078,0.8930655,0.889394,0.8853586,0.8809577,0.8761863,0.8710916,0.8656834,0.8600169,0.8541566,0.8482085,0.8422518,0.8363172,0.8304359,0.8246259,0.8189506,0.8134252,0.8080332,0.8027542,0.7975689,0.7924415,0.787324,0.7821742,0.7769905,0.771803,0.7666381,0.7614847,0.7563177,0.7511029,0.7458197,0.7404633,0.7350289,0.7294978,0.7238562,0.7180973,0.7122349,0.7063119,0.7003876,0.6945057,0.6886999,0.6829896,0.67737,0.6718174,0.6663275,0.660902,0.6555318,0.6501922,0.6448834,0.6396117,0.6343651,0.6291716,0.624045,0.6189777,0.6139909,0.6090854,0.6042432,0.5994712,0.5947762,0.590128,0.585505,0.5808952,0.5763148,0.5717946,0.5673712,0.563083,0.5589492,0.5549736,0.5511549,0.5474719,0.5438926,0.5403786,0.5368767,0.5333512,0.5297527,0.5260193,0.522112,0.5180162,0.5137264,0.509265,0.5046734,0.5000075,0.49533,0.4907177,0.4862216,0.4818411,0.4775413,0.4732927,0.4690908,0.4649419,0.4608696,0.4568864,0.4529976,0.4492098,0.4455296,0.4419726,0.4385334,0.4352062,0.4319755,0.4288306,0.4257673,0.4227768,0.4198508,0.4169846,0.4141732,0.4114099,0.4086934,0.4060182,0.4033799,0.4007753,0.3982013,0.3956603,0.3931491,0.3906655,0.3882084,0.3857767,0.3833779,0.3810091,0.3786716,0.3763667,0.3740956,0.3718649,0.3696734,0.3675168,0.3653915,0.3632978,0.3612346,0.3592044,0.3572084,0.3552387,0.3532933,0.351375,0.3494813,0.3476034,0.3457293,0.3438543,0.3419744,0.3400875,0.3381841,0.3362618,0.3343299,0.3323925,0.3304527,0.328513,0.3265764,0.3246512,0.3227478,0.3208768,0.3190369,0.3172189,0.315423,0.3136592,0.3119329,0.3102432,0.3085782,0.3069237,0.3052705,0.303621,0.3019785,0.3003369,0.2986944,0.2970572,0.2954368,0.2938384,0.2922682,0.2907462,0.2892837,0.2878656,0.2864809,0.285131,0.2838155,0.2825299,0.2812771,0.2800604,0.2788752,0.2777157,0.2765669,0.2754267,0.2742915,0.2731592,0.2720318,0.2709135,0.2698053,0.2687099,0.2676368,0.2665902,0.2655779,0.2646086,0.2636848,0.2628098,0.261984,0.2612227,0.2605276,0.2599089,0.2593673,0.2588932,0.258491,0.2581727,0.2579456,0.2578205,0.2578016,0.2578929,0.2580976,0.2584143,0.25884,0.2593634,0.259973,0.2606578,0.2614069,0.2622048,0.2630299,0.2638498,0.2646265,0.2653214,0.2658973,0.2663212,0.2665738,0.2666453,0.2665393,0.2662684,0.2658551,0.2653259,0.264708,0.2640325,0.2633318,0.2626396,0.2619888,0.2614166,0.2609663,0.2606823,0.2606049,0.2607727,0.2612256,0.2619996,0.2631217,0.2646042,0.2664435,0.2686116,0.2710728,0.2737852,0.2767052,0.2797964,0.2830228,0.2863484,0.2897285,0.2931091,0.2964212,0.2995887,0.3025449,0.305226,0.3075877,0.3096041,0.3112687,0.3125923,0.3135985,0.314311,0.314764,0.3149874,0.3150096,0.3148597,0.3145617,0.3141376,0.3136027,0.3129698,0.3122447,0.3114308,0.3105271,0.3095333,0.3084475,0.3072782,0.306035,0.3047292,0.3033717,0.3019729,0.300546,0.2991017,0.297647,0.2961931,0.2947481,0.2933209,0.2919126,0.2905253,0.289159,0.287807,0.2864634,0.2851198,0.2837697,0.2824069,0.2810306,0.2796467,0.2782637,0.2768924,0.2755442,0.2742288,0.2729551,0.271729,0.2705592,0.2694508,0.2684041,0.2674201,0.266492,0.2656281,0.2648221,0.2640589,0.2633242,0.2626274,0.2620007,0.261458,0.2633396,0.2630576,0.2628733,0.2627816,0.2627762,0.2628501,0.2630035,0.263227,0.2635414,0.2640317,0.2648219,0.2660304,0.2677663,0.2701409,0.2732683,0.2771936,0.2818711,0.2872621,0.2933316,0.3000284,0.307294,0.3150514,0.3232154,0.3316932,0.3403886,0.3492081,0.3580499,0.366818,0.3754179,0.383759,0.3917734,0.3994074,0.4066257,0.4134307,0.4198611,0.4259725,0.4318302,0.4375039,0.4430444,0.4484675,0.4537569,0.458875,0.4637529,0.468308,0.4724666,0.4761587,0.4793352,0.4819702,0.4840397,0.4855355,0.486459,0.4868085,0.4865814,0.4857669,0.4843558,0.4823501,0.4797758,0.4766823,0.473149,0.4692789,0.4651874,0.4609846,0.4567581,0.4525898,0.4485563,0.4447077,0.4410741,0.4376711,0.4345049,0.4315909,0.4289423,0.4265498,0.4244,0.4224801,0.4207708,0.4192488,0.4178885,0.4166764,0.4156038,0.4146504,0.4137914,0.4130068,0.4122792,0.4115835,0.41089,0.4101706,0.4094034,0.4085757,0.4076784,0.4067177,0.4056965,0.4046294,0.4035572,0.4025288,0.4015825,0.4007462,0.4000594,0.3995526,0.3992408,0.3991371,0.3992563,0.3996244,0.4002702,0.4012061,0.402446,0.4040103,0.4059183,0.4081838,0.4108138,0.4138267,0.4172373,0.4210514,0.4252751,0.4299042,0.4349363,0.4403482,0.4460988,0.4521429,0.4584419,0.4649571,0.4716335,0.4784205,0.4852823,0.4921727,0.4990479,0.505883,0.512655,0.5193254,0.5258468,0.5321816,0.5382962,0.5441697,0.5498033,0.5551978,0.5603625,0.5653471,0.5702263,0.5751095,0.5801808,0.5856659,0.5917712,0.5986338,0.6062984,0.6147524,0.6239851,0.6339917,0.6447614,0.6562418,0.6683457,0.6809805,0.6940391,0.707399,0.7209271,0.7344689,0.7478544,0.7609102,0.7734929,0.7855047,0.7968619,0.8074759,0.817295,0.8263115,0.8345311,0.8419431,0.8485525,0.8544344,0.8596597,0.8642496,0.8682479,0.8717237,0.8747153,0.8772739,0.8794888,0.8814266,0.8830952,0.8845101,0.8857164,0.886766,0.8876902,0.8884947,0.8891857,0.8897576,0.8902031,0.8905185,0.8906968,0.8907304,0.8906206,0.8903863,0.8900461,0.8896198,0.8891162,0.8885218,0.8878337,0.8870637,0.8862235,0.8853217,0.8843648,0.8833752,0.8823683,0.8813469,0.8803165,0.8792728,0.8782099,0.8771344,0.8760616,0.8749954,0.8739311,0.8728617,0.8717989,0.870761,0.8697507,0.868781,0.8678596,0.8669752,0.8661321,0.8653477,0.8646371,0.8639973,0.8634218,0.8629014,0.8623998,0.8618962,0.8614112,0.8609616,0.8605404,0.8601411,0.8597628,0.8594062,0.8590752,0.8587711,0.8584722,0.8581505,0.8578183,0.8574766,0.8570917,0.8566579,0.8561791,0.855643,0.8550383,0.8543473,0.8535662,0.8526948,0.851717,0.850623,0.8494249,0.848134,0.8467361,0.845225,0.8436154,0.8419197,0.8401384,0.8382846,0.8363775,0.8344296,0.8324553,0.8304644,0.8284585,0.8264316,0.8243852,0.8223311,0.8202822,0.8182493,0.8162347,0.8142406,0.812263,0.8102989,0.8083646,0.8064753,0.8046355,0.8028449,0.8011188,0.799463,0.7978759,0.7963614,0.7949318,0.7936075,0.7924109,0.7913634,0.7904789,0.7897575,0.7891858,0.7887543,0.7884744,0.7883857,0.7885484,0.7890175,0.789847,0.791088,0.7927655,0.7948847,0.797448,0.8004391,0.8038036,0.8074499,0.8112409,0.8150231,0.81865,0.8219998,0.8249831,0.8275395,0.8296505,0.8313437,0.8326657,0.8336791,0.8344863,0.8352203,0.8359901,0.8368534,0.8378229,0.8388748,0.8399776,0.8410901,0.8421622,0.8431547,0.8440406,0.844803,0.8454617,0.8460748,0.8467177,0.8474482,0.848277,0.8491782,0.8501136,0.8510314,0.8518851,0.852647,0.8533113,0.8538966,0.8544202,0.8548935,0.85533,0.855738,0.8561149,0.8564644,0.8567949,0.8571065,0.8573839,0.8575995,0.8577079,0.8576686,0.8574671,0.8570918,0.8565368,0.8558087,0.8549216,0.8538951,0.8527536,0.851522,0.8502304,0.8489031,0.8475555,0.8462141,0.8449044,0.8436474,0.8424558,0.8413297,0.8402615,0.8392527,0.8383023,0.8373731,0.8364102,0.8353756,0.8342543,0.833054,0.8317972,0.8304824,0.829089,0.8276113,0.8260697,0.8245117,0.823005,0.8216271,0.8204321,0.8194583,0.818739,0.8183118,0.8182402,0.8185728,0.8193208,0.8204859,0.8220553,0.8240002,0.8263324,0.8291507,0.8326277,0.836898,0.8419892,0.8478392,0.8543459,0.8614353,0.8691068,0.8774205,0.8864409,0.8961749,0.906538,0.9173508,0.9283723,0.9393843,0.9502795,0.9610336,0.9715902,0.9818097,0.9914955,1.0004697,1.0086476,1.0160401,1.0226845,1.028622,1.0338956,1.0385251,1.0425321,1.0459321,1.0486947,1.0507977,1.0522867,1.0532247,1.0536367,1.0535638,1.0530754,1.0522295,1.0510744,1.049659,1.0480103,1.0461665,1.0441977,1.0421624,1.0400964,1.0380135,1.0359069,1.0337853,1.0316746,1.0295871,1.0275126,1.0254447,1.0234077,1.0214273,1.0194902,1.0175626,1.0156235,1.0136845,1.0117749,1.0098836,1.0079862,1.0060788,1.0041789,1.0023234,1.0005211,0.9987746,0.9971114,0.9955573,0.9941185,0.9928076,0.991657,0.9906723,0.989839,0.9891508,0.9886269,0.9882968,0.9881735,0.9882586,0.9885541,0.9890644,0.9897732,0.9906623,0.991728,0.9929665,0.9943608,0.9959067,0.9975739,0.9993193,1.0011259,1.0029621,1.0048009,1.0066284,1.0084503,1.0102487,1.0119771,1.0136318,1.0152247,1.016722,1.0180956,1.0193686,1.0205605,1.0216817,1.022729,1.0237006,1.024599,1.0254263,1.0261735,1.0268242,1.0274034,1.0279436,1.0284514,1.0289196,1.0293604,1.0297883,1.0301635,1.0304613,1.0307174,1.0309772,1.0312098,1.0313779,1.0314813,1.0315361,1.0315328,1.0314851,1.031397,1.0312327,1.0309799,1.0306605,1.0303074,1.0298985,1.0294214,1.0288811,1.0282696,1.0276119,1.0269616,1.0263584,1.0257838,1.0251956,1.0245758,1.0239162,1.0232301,1.0225313,1.0217961,1.0210372,1.0202756,1.0194948,1.0186998,1.0179311,1.0172067,1.0165527,1.0159507,1.0153697,1.0147946,1.0141965,1.0135915,1.0129842,1.0123361,1.0116214,1.0108589,1.0100737,1.0093124,1.0085692,1.0078175,1.0070845,1.006397,1.0057213,1.0050082,1.0042754,1.003548,1.0028138,1.0020703,1.0013511,1.0006628,1.000013,0.9994169,0.9988958,0.9984888,0.9982372,0.9981543,0.9982489,0.9985124,0.9989442,0.9995749,1.0004783,1.0016941,1.0032014,1.0049613,1.0069479,1.0091189,1.0114533,1.0139555,1.0165635,1.0191973,1.0218033,1.0243601,1.0268607,1.0292925,1.0316595,1.0339823,1.0362498,1.0384215,1.0405046,1.0424836,1.0443119,1.0459669,1.0475037,1.0488824,1.0500512,1.0509995,1.0517009,1.0521989,1.0525866,1.052928,1.0532672,1.0536275,1.0540999,1.0547702,1.0556669,1.0566968,1.0577686,1.0589335,1.0602053,1.0615103,1.0627033,1.0636885,1.0644157,1.0649155,1.0652772,1.0656631,1.0661565,1.0666679,1.0671831,1.0676782,1.0680741,1.0683764,1.0686023,1.0687495,1.0688648,1.0690163,1.0691968,1.069347,1.0694536,1.0695224,1.0695565,1.0694911,1.0693227,1.0690784,1.0687673,1.0684608,1.0681839,1.0679946,1.0679395,1.0679812,1.0680691,1.0681418,1.0682123,1.0683128,1.0684655,1.0686609,1.068844,1.0690303,1.0692583,1.0695124,1.0697552,1.0699893,1.0702928,1.0706882,1.0711788,1.0717847,1.0724978,1.0733393,1.074317,1.0754368,1.0766112,1.0777457,1.078933,1.0802727,1.0817448,1.0833187,1.0849395,1.0866286,1.088429,1.0903368,1.0923489,1.094407,1.0965211,1.0986469,1.1007383,1.1028609,1.1050956,1.1074511,1.1098043,1.1121353,1.114484,1.1169214,1.1194792,1.1220065,1.1244091,1.1267838,1.1291813,1.1315948,1.1339942,1.1362437,1.1383276,1.1403968,1.1424444,1.1443708,1.1461902,1.1477842,1.1491601,1.1505085,1.1518009,1.1529276,1.1538112,1.1544365,1.1548939,1.1551763,1.1552401
